,ques_id,question,image_id,answer_type,question_type,gt_answer,pred,acc
3029,1828055,Why is this lady using an umbrella if it's sunny?,182805,other,ten,"['shade', 'shade', 'shade', 'shade', 'shade', 'shade', 'shade', 'shade', 'uv rays', 'uv rays']",shade,100.0
3030,1670445,What kind of cheese is on this pizza?,167044,other,five,"['mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'mozzarella', 'mozzerella', 'mozzerella', 'mozzorilla', 'mozzorilla']",mozzarella,100.0
3031,965395,What year was this photo taken?,96539,other,other,"['1970', '1970', '1970', '1970', '1989', '1989', '1990', '1990', 'i do not know', 'i do not know']",1990,60.0
3032,1904635,What might this be commenorating?,190463,other,six,"['skateboarding', 'skateboarding', 'skateboarding', 'skateboarding', 'nothing', 'nothing', 'recreation', 'recreation', 'at risk youth', 'at risk youth']",skate park,0.0
3033,3316675,What are some benefits of using this type of transportation?,331667,other,one,"['speed', 'speed', 'speed', 'speed', 'cheaper', 'cheaper', 'no parking', 'no parking', 'no traffic', 'no traffic']",fast,0.0
3034,5518615,What habitat does this animal thrive in?,551861,other,eight,"['forest', 'forest', 'forest', 'forest', 'forest', 'forest', 'temperate climate', 'temperate climate', 'rainforest', 'rainforest']",forest,100.0
3035,267305,Is this illegal or legal?,26730,other,other,"['illegal', 'illegal', 'illegal', 'illegal', 'illegal', 'illegal', 'legal', 'legal', 'legal', 'legal']",legal,100.0
3036,5233605,What product is this advertising?,523360,other,one,"['car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'vw', 'vw']",burger king,0.0
3037,176275,What is the shadow on the ground from?,17627,other,one,"['bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'it is from bus', 'it is from bus', 'truck', 'truck']",car,0.0
3038,5705945,Are these african or asian elephants?,570594,other,eight,"['african', 'african', 'african', 'african', 'african', 'african', 'africa', 'africa', 'asian', 'asian']",african,100.0
3039,320395,Where was this made?,32039,other,five,"['grill', 'grill', 'grill', 'grill', 'at home', 'at home', 'kitchen', 'kitchen', 'outside', 'outside']",grill,100.0
3040,2767315,What german city is this in?,276731,other,six,"['berlin', 'berlin', 'berlin', 'berlin', 'dusseldorf', 'dusseldorf', 'zurich', 'zurich', 'drosselstrabe', 'drosselstrabe']",berlin,100.0
3041,1450935,What sound is made every hour?,145093,other,other,"['chimes', 'chimes', 'chimes', 'chimes', 'bell', 'bell', 'gong', 'gong', 'chime', 'chime']",tick,0.0
3042,4787695,How fast does this birds heart beat?,478769,other,eight,"['extremely', 'extremely', 'extremely', 'extremely', '70 mph', '70 mph', 'fast', 'fast', '500 times per minute', '500 times per minute']",1200 beats per minute,0.0
3043,3497945,What is this vehicle used for?,349794,other,one,"['construction', 'construction', 'construction', 'construction', 'road work', 'road work', 'hauling large things', 'hauling large things', 'transportation', 'transportation']",construction,100.0
3044,3718795,What language is spoken here?,371879,other,six,"['japanese', 'japanese', 'japanese', 'japanese', 'japanese', 'japanese', 'chinese', 'chinese', 'chinese', 'chinese']",chinese,100.0
3045,478075,How is this fruit grown?,47807,other,five,"['on trees', 'on trees', 'on trees', 'on trees', 'tree', 'tree', 'on tree', 'on tree', 'trees', 'trees']",tree,100.0
3046,317965,What company makes the drink?,31796,other,five,"['pepsi', 'pepsi', 'pepsi', 'pepsi', 'pepsico', 'pepsico', 'us', 'us', 'coca cola', 'coca cola']",pepsi,100.0
3047,1290655,What time of day is it?,129065,other,other,"['night', 'night', 'night', 'night', 'night', 'night', 'night', 'night', 'night', 'night']",night,100.0
3048,5372065,Which bike model is this?,537206,other,one,"['honda', 'honda', 'honda', 'honda', 'ninja', 'ninja', 'sport bike', 'sport bike', 'motorcycle', 'motorcycle']",kawasaki,0.0
3049,1255725,Who infamously attempted to blow this building up?,125572,other,six,"['isis', 'isis', 'isis', 'isis', ""i don't remember"", ""i don't remember"", 'terrorist', 'terrorist', 'hitler', 'hitler']",terrorist,60.0
3050,5089725,Is this legal or illegal?,508972,other,other,"['legal', 'legal', 'legal', 'legal', 'legal', 'legal', 'legal', 'legal', 'legal', 'legal']",legal,100.0
3051,2609945,What is this person's profession?,260994,other,other,"['chef', 'chef', 'chef', 'chef', 'chef', 'chef', 'cook', 'cook', 'baker', 'baker']",chef,100.0
3052,4666355,What breed of cow is this?,466635,other,eight,"['angus', 'angus', 'angus', 'angus', 'jersey', 'jersey', 'holstein', 'holstein', 'dairy', 'dairy']",holstein,60.0
3053,2935375,What emotion is this man expressing?,293537,other,seven,"['anger', 'anger', 'anger', 'anger', 'anger', 'anger', 'rage', 'rage', 'rage', 'rage']",anger,100.0
3054,3856415,Where might you find this?,385641,other,other,"['office', 'office', 'office', 'office', 'office', 'office', 'office', 'office', 'on desk', 'on desk']",office,100.0
3055,2650635,What are these streets paved with?,265063,other,six,"['asphalt', 'asphalt', 'asphalt', 'asphalt', 'bricks', 'bricks', 'cobblestone', 'cobblestone', 'black top', 'black top']",concrete,0.0
3056,2324535,What kind of license do you need to drive this?,232453,other,one,"['cdl', 'cdl', 'cdl', 'cdl', 'class', 'class', 'truck', 'truck', 'commercial', 'commercial']",commercial,60.0
3057,1424725,What kind of bakery is this?,142472,other,five,"['italian', 'italian', 'italian', 'italian', 'italian', 'italian', 'yummy', 'yummy', 'bakery', 'bakery']",caramel,0.0
3058,162415,Where in the world are these buildings?,16241,other,six,"['dubai', 'dubai', 'dubai', 'dubai', 'new york city', 'new york city', 'usa', 'usa', 'new york', 'new york']",new york,60.0
3059,5737595,What type of boat is in this image?,573759,other,one,"['fishing', 'fishing', 'fishing', 'fishing', 'row boat', 'row boat', 'skiff', 'skiff', 'motor boat', 'motor boat']",canoe,0.0
3060,4501825,Where can i go to see trams like this?,450182,other,four,"['san francisco', 'san francisco', 'san francisco', 'san francisco', 'san francisco', 'san francisco', 'san francisco', 'san francisco', 'san francisco', 'san francisco']",san francisco,100.0
3061,1348705,What does the red sign with the large m denote?,134870,other,other,"['mcdonalds', 'mcdonalds', 'mcdonalds', 'mcdonalds', ""mcdonald's"", ""mcdonald's"", 'mcdonalds restaurant', 'mcdonalds restaurant', 'direction to mcdonaldâ´s', 'direction to mcdonaldâ´s']",parking,0.0
3062,3988845,What model of vehicle is that?,398884,other,one,"['ford', 'ford', 'ford', 'ford', 'modle t ford', 'modle t ford', 'old', 'old', 'pick up truck', 'pick up truck']",truck,0.0
3063,3253315,What is the scientific name of the animal sleeping here?,325331,other,eight,"['feline', 'feline', 'feline', 'feline', 'felis catus', 'felis catus', 'catos', 'catos', 'cat', 'cat']",feline,100.0
3064,2548385,What kind of sandwich is this cat eating?,254838,other,five,"['tuna', 'tuna', 'tuna', 'tuna', 'cheese', 'cheese', 'pb and j', 'pb and j', 'peanut butter and jelly', 'peanut butter and jelly']",peanut butter,0.0
3065,343215,What kind of bear?,34321,other,three,"['teddy', 'teddy', 'teddy', 'teddy', 'teddy', 'teddy', 'stuffed', 'stuffed', 'stuffed', 'stuffed']",stuffed,100.0
3066,1253715,What type of flower is this?,125371,other,eight,"['rose', 'rose', 'rose', 'rose', 'rose', 'rose', 'rose', 'rose', 'flower', 'flower']",rose,100.0
3067,1162795,How many people fit in this type of vehicle?,116279,other,one,"['150', '150', '250', '250', '300', '300', 'hundred', 'hundred', 'hundreds', 'hundreds']",200,0.0
3068,2317325,What is the counter made of?,231732,other,three,"['formica', 'formica', 'formica', 'formica', 'coated plywood', 'coated plywood', 'laminate', 'laminate', 'ceramic', 'ceramic']",porcelain,0.0
3069,1201645,What does this object do?,120164,other,three,"['cook', 'cook', 'cook', 'cook', 'cook', 'cook', 'bake', 'bake', 'bake food', 'bake food']",cook,100.0
3070,986745,What type of bird is this?,98674,other,eight,"['woodpecker', 'woodpecker', 'woodpecker', 'woodpecker', 'woodpecker', 'woodpecker', 'wood pecker', 'wood pecker', 'mockingbird', 'mockingbird']",woodpecker,100.0
3071,2509395,What is the event associated with this type of bike?,250939,other,one,"['motocross', 'motocross', 'motocross', 'motocross', 'dirt bike riding', 'dirt bike riding', 'dirt bike race', 'dirt bike race', 'dirt biking', 'dirt biking']",race,0.0
3072,3981885,What is the name of this move?,398188,other,four,"['handstand', 'handstand', 'handstand', 'handstand', 'ollie', 'ollie', 'dish dogz', 'dish dogz', 'side grab', 'side grab']",ollie,60.0
3073,3910675,How is the fish in this dish prepared?,391067,other,five,"['smoked', 'smoked', 'smoked', 'smoked', 'cut up and cooked', 'cut up and cooked', 'raw', 'raw', 'baked', 'baked']",smoked,100.0
3074,3763425,In this game how many strikes until you are out?,376342,other,four,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']",3,100.0
3075,1695845,Are these copies and fakes or are they real?,169584,other,three,"['real', 'real', 'real', 'real', 'real', 'real', 'fakes', 'fakes', 'copies', 'copies']",fake,60.0
3076,3617515,Why is this here?,361751,other,three,"['sit', 'sit', 'sit', 'sit', 'rest', 'rest', 'for people to sit', 'for people to sit', 'sitting down', 'sitting down']",sit,100.0
3077,1605805,What is pictured in the tallest part of the building?,160580,other,six,"['clock', 'clock', 'clock', 'clock', 'clock', 'clock', 'clock tower', 'clock tower', 'tower', 'tower']",clock,100.0
3078,2326275,Name the dish that can be prepared using this ingredients?,232627,other,five,"['stir fry', 'stir fry', 'stir fry', 'stir fry', 'steamed broccoli', 'steamed broccoli', 'beef and broccoli', 'beef and broccoli', 'stir fry rice', 'stir fry rice']",broccoli soup,0.0
3079,2904775,What helps the candles to glow?,290477,other,three,"['fire', 'fire', 'fire', 'fire', 'wax', 'wax', 'wax', 'wax', 'electricity', 'electricity']",wax,100.0
3080,3500035,Is this an ambulance or firetruck?,350003,other,one,"['firetruck', 'firetruck', 'firetruck', 'firetruck', 'fire', 'fire', 'firetrick', 'firetrick', 'fire truck', 'fire truck']",firetruck,100.0
3081,2954915,What is the blue eagle on the buffet made out of?,295491,other,five,"['ice', 'ice', 'ice', 'ice', 'ice', 'ice', 'ice', 'ice', 'ice', 'ice']",ice,100.0
3082,1315045,Gargoyles can often be found on these structures?,131504,other,three,"['cathedrals', 'cathedrals', 'cathedrals', 'cathedrals', 'churches', 'churches', 'church', 'church', 'cathedral', 'cathedral']",yes,0.0
3083,3897535,What can you do in this room?,389753,other,other,"['cook', 'cook', 'cook', 'cook', 'cook', 'cook', 'cook', 'cook', 'cook', 'cook']",cook,100.0
3084,3035345,What kind of carrying equipment is on the floor at the foot of the bed?,303534,other,three,"['backpack', 'backpack', 'backpack', 'backpack', 'backpack', 'backpack', 'backpack', 'backpack', 'backpack', 'backpack']",backpack,100.0
3085,1485085,This technique of red against a sea of black and white was famously used in what movie about the holocaust?,148508,other,other,"[""schindler's list"", ""schindler's list"", ""schindler's list"", ""schindler's list"", ""schindler's list"", ""schindler's list"", ""sophie's choice"", ""sophie's choice"", 'schindlers list', 'schindlers list']",schindler list,0.0
3086,3238885,Name the type of architecture?,323888,other,six,"['art deco', 'art deco', 'art deco', 'art deco', 'nouveau', 'nouveau', 'spherical', 'spherical', 'arch', 'arch']",modern,0.0
3087,2703035,Is the fruit in this picture sweet or sour?,270303,other,five,"['sour', 'sour', 'sour', 'sour', 'sour', 'sour', 'sour', 'sour', 'sourt', 'sourt']",sour,100.0
3088,1173685,What kind of house is next to the stop sign?,117368,other,three,"['apartment', 'apartment', 'apartment', 'apartment', 'condo', 'condo', 'apartment building', 'apartment building', 'stone', 'stone']",apartment,100.0
3089,78675,What ingredients are used in this food?,7867,other,five,"['cheese', 'cheese', 'cheese', 'cheese', 'cheese tomatoes sauce', 'cheese tomatoes sauce', 'bread cheese basil tomatoes', 'bread cheese basil tomatoes', ""cheese tomato sauce' pizza dough garlic"", ""cheese tomato sauce' pizza dough garlic""]",cheese,100.0
3090,581945,Where are these birds going?,58194,other,eight,"['south', 'south', 'south', 'south', 'south', 'south', 'north', 'north', 'nest', 'nest']",south,100.0
3091,3694705,What is the purpose of the meters?,369470,other,one,"['parking', 'parking', 'parking', 'parking', 'to collect revenue', 'to collect revenue', 'money', 'money', 'to keep time of parking', 'to keep time of parking']",parking,0.0
3092,567365,What kind of plane is flying?,56736,other,one,"['bomber', 'bomber', 'bomber', 'bomber', 'fighter jet', 'fighter jet', 'combat plane', 'combat plane', 'fighter', 'fighter']",jet,0.0
3093,160255,What appears to be showing on the television?,16025,other,two,"['america got talent', 'america got talent', 'video game', 'video game', 'music show', 'music show', 'americas got talent', 'americas got talent', 'colors', 'colors']",concert,0.0
3094,2791385,Imagine this photo was taken in germany which european holiday do you think they are celebrating with lots of presents?,279138,other,six,"['christmas', 'christmas', 'christmas', 'christmas', 'christmas', 'christmas', 'saint nicolas day', 'saint nicolas day', 'weihnachten', 'weihnachten']",christmas,100.0
3095,957705,Where can the brand be purchased?,95770,other,four,"['store', 'store', 'store', 'store', 'zumiez', 'zumiez', 'skate shop', 'skate shop', 'anywhere', 'anywhere']",online,0.0
3096,4832665,What is this style of house called?,483266,other,three,"['2 story', '2 story', '2 story', '2 story', '2 story', '2 story', 'victorian', 'victorian', 'farmhouse', 'farmhouse']",victorian,60.0
3097,1983675,What vitamin do these fruit give?,198367,other,five,"['c', 'c', 'c', 'c', 'vitamin b', 'vitamin b', 'd', 'd', 'potassium', 'potassium']",vitamin c,0.0
3098,547965,What nationality is the child?,54796,other,four,"['asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'japanese', 'japanese', 'mexican', 'mexican']",asian,100.0
3099,1626345,What type of land is this?,162634,other,six,"['rocky', 'rocky', 'rocky', 'rocky', 'mountain', 'mountain', 'mountain', 'mountain', 'desert', 'desert']",mountain,100.0
3100,2216055,What is the name of the device used to click things on the computer?,221605,other,other,"['mouse', 'mouse', 'mouse', 'mouse', 'mouse', 'mouse', 'mouse', 'mouse', 'mouse', 'mouse']",mouse,100.0
3101,4751845,What are the boards made of?,475184,other,four,"['fiberglass', 'fiberglass', 'fiberglass', 'fiberglass', 'plastic', 'plastic', 'plastic composite', 'plastic composite', 'fiber glass', 'fiber glass']",fiberglass,100.0
3102,4718165,What room of the house is this?,471816,other,seven,"['living room', 'living room', 'living room', 'living room', 'living room', 'living room', 'living room', 'living room', 'den', 'den']",living room,0.0
3103,2675215,What airline is sponsored on this plane?,267521,other,one,"['american', 'american', 'american', 'american', 'american', 'american', 'delta', 'delta', 'delta', 'delta']",american,100.0
3104,3227915,What year did this plane come out in?,322791,other,one,"['1980', '1980', '1980', '1980', '1934', '1934', '1992', '1992', '1919', '1919']",2000,0.0
3105,5113415,In the united states of america which publich transportation are usually the color shown on that ca?,511341,other,seven,"['police', 'police', 'yellow', 'yellow', 'taxis', 'taxis', 'taxicabs', 'taxicabs', 'taxi', 'taxi']",subway,0.0
3106,1754695,What is the source of power for these boats?,175469,other,one,"['steam', 'steam', 'steam', 'steam', 'diesel', 'diesel', 'electricity', 'electricity', 'motor', 'motor']",gasoline,0.0
3107,5148265,What brand makes this hat?,514826,other,two,"['nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'baseball', 'baseball', 'underarmor', 'underarmor']",nike,100.0
3108,3706775,What bakery is this?,370677,other,five,"['dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', ""maggie's donuts"", ""maggie's donuts""]",donut,0.0
3109,2507905,What part of the meal is a dish like this traditionally served at?,250790,other,five,"['dessert', 'dessert', 'dessert', 'dessert', 'dessert', 'dessert', 'end', 'end', 'end', 'end']",dessert,100.0
3110,2243685,What kind of trees are these?,224368,other,eight,"['pine trees', 'pine trees', 'pine trees', 'pine trees', 'pine', 'pine', 'aspen', 'aspen', 'deciduous', 'deciduous']",pine,60.0
3111,2265925,Where was this bedspread bought?,226592,other,other,"['department store', 'department store', 'department store', 'department store', 'store', 'store', 'victoria secret', 'victoria secret', 'target', 'target']",walmart,0.0
3112,5727345,Does this look like the owner of the suitcase is packing or unpacking?,572734,other,other,"['packing', 'packing', 'packing', 'packing', 'packing', 'packing', 'packing', 'packing', 'unpacking', 'unpacking']",packing,0.0
3113,4295305,What are these four white items usually used for?,429530,other,three,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'water flowers', 'water flowers']",vase,0.0
3114,2170055,What kind of plant is this?,217005,other,eight,"['fern', 'fern', 'fern', 'fern', 'weed', 'weed', 'weed', 'weed', 'weeds', 'weeds']",weed,100.0
3115,5563695,What type of animal is likely to be hunted in the environment shown?,556369,other,ten,"['ducks', 'ducks', 'ducks', 'ducks', 'fish', 'fish', 'deer', 'deer', 'duck', 'duck']",fish,60.0
3116,684905,What kind of terrain are these horses in?,68490,other,eight,"['desert', 'desert', 'desert', 'desert', 'desert', 'desert', 'prairie', 'prairie', 'mountain', 'mountain']",desert,100.0
3117,4574615,What animal does the meat in this picture come from?,457461,other,five,"['pig', 'pig', 'pig', 'pig', 'pig', 'pig', 'pig', 'pig', 'pig', 'pig']",pig,100.0
3118,4614675,What kind of restaurant are these people eating at?,461467,other,five,"['italian', 'italian', 'italian', 'italian', 'pizza', 'pizza', 'pizza', 'pizza', 'fast food', 'fast food']",pizza,100.0
3119,3730345,Why the reaction what is the child thinking?,373034,other,seven,"['pain', 'pain', 'pain', 'pain', 'pain', 'pain', 'being told no', 'being told no', 'sleepy', 'sleepy']",pain,100.0
3120,321025,What place is this?,32102,other,six,"['museum', 'museum', 'museum', 'museum', 'museum', 'museum', 'museum', 'museum', 'mall', 'mall']",lobby,0.0
3121,5339585,What is the red item called?,533958,other,five,"['tomato', 'tomato', 'tomato', 'tomato', 'tomato', 'tomato', 'tomato', 'tomato', 'tomato', 'tomato']",tomato,100.0
3122,4737835,What company is this train?,473783,other,one,"['virgin', 'virgin', 'virgin', 'virgin', 'virgin', 'virgin', 'virgin', 'virgin', 'amtrak', 'amtrak']",virgin,100.0
3123,2523325,What is the length of each of the outer sides of this sign?,252332,other,one,"['1 foot', '1 foot', '1 foot', '1 foot', '20 mm', '20 mm', 'equak', 'equak', 'about 8 inches', 'about 8 inches']",8,0.0
3124,1977745,Why is this place so dark?,197774,other,ten,"['sunset', 'sunset', 'sunset', 'sunset', 'itâ€™s dusk', 'itâ€™s dusk', 'dusk', 'dusk', ""it's dusk"", ""it's dusk""]",night,0.0
3125,5542915,The baby form of this animal is known as what?,554291,other,eight,"['kitten', 'kitten', 'kitten', 'kitten', 'kitten', 'kitten', 'cat', 'cat', 'cat', 'cat']",kitten,100.0
3126,2240125,What kind of meat is presented here?,224012,other,five,"['ham', 'ham', 'ham', 'ham', 'ham', 'ham', 'pork', 'pork', 'pork', 'pork']",ham,100.0
3127,1474985,What is the name for a collective of these animals?,147498,other,eight,"['flock', 'flock', 'flock', 'flock', 'flock', 'flock', 'flock', 'flock', 'colony', 'colony']",flock,100.0
3128,234465,What does the giant g stand for on this laptop?,23446,other,other,"['google', 'google', 'google', 'google', 'goodyear', 'goodyear', 'first initial', 'first initial', 'gatorade', 'gatorade']",google,100.0
3129,3653865,What do these use to warn drivers they're coming?,365386,other,one,"['horns', 'horns', 'horns', 'horns', 'horns', 'horns', 'horn', 'horn', 'horn', 'horn']",horn,100.0
3130,1740705,The stuffed animal in the photo is called what kind of bear?,174070,other,three,"['teddy', 'teddy', 'teddy', 'teddy', 'teddy', 'teddy', 'teddy', 'teddy', 'teddy bear', 'teddy bear']",teddy,100.0
3131,756115,What time of year is this photo taken?,75611,other,eight,"['summer', 'summer', 'summer', 'summer', 'summer', 'summer', 'summer', 'summer', 'spring', 'spring']",summer,100.0
3132,4059455,What is the purpose of the metal scaffolding on the side of this building?,405945,other,three,"['fire escape', 'fire escape', 'fire escape', 'fire escape', 'fire escape', 'fire escape', 'fire escape', 'fire escape', 'fire escape', 'fire escape']",repair,0.0
3133,4469905,What food does the animal eat?,446990,other,eight,"['dog food', 'dog food', 'dog food', 'dog food', 'kibble', 'kibble', 'kibble', 'kibble', 'sandwiches', 'sandwiches']",dog food,100.0
3134,4290425,Are the kids in danger or safe?,429042,other,one,"['danger', 'danger', 'danger', 'danger', 'safe', 'safe', 'safe', 'safe', 'they are in danger', 'they are in danger']",safe,100.0
3135,151805,What is keeping the sun from shining in on the room?,15180,other,five,"['curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'drapes', 'drapes']",window,0.0
3136,3795845,What is the name of the most famous of these animals?,379584,other,eight,"['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'dolly', 'dolly', 'dolly', 'dolly']",sheep,100.0
3137,5050145,What kind of smartphone is this?,505014,other,nine,"['iphone', 'iphone', 'iphone', 'iphone', 'android', 'android', 'blackberry', 'blackberry', 'samsung', 'samsung']",iphone,100.0
3138,3394705,What kind of dog is this?,339470,other,eight,"['labrador', 'labrador', 'labrador', 'labrador', 'labrador retriever', 'labrador retriever', 'labrador retriever', 'labrador retriever', 'chocolate lab', 'chocolate lab']",lab,0.0
3139,5029635,Can you guess the model of bicycle shown in this picture?,502963,other,two,"['schwinn', 'schwinn', 'schwinn', 'schwinn', 'road', 'road', 'mongoose', 'mongoose', 'schwin', 'schwin']",schwinn,100.0
3140,5256005,What is the ground made of that the giraffe's are standing on?,525600,other,eight,"['dirt', 'dirt', 'dirt', 'dirt', 'dirt', 'dirt', 'dirt', 'dirt', 'dirt', 'dirt']",dirt,100.0
3141,3686715,Where can you do this kind of activity?,368671,other,four,"['ski slopes', 'ski slopes', 'mountain', 'mountain', 'mountains', 'mountains', 'ski', 'ski', 'snowy mountains', 'snowy mountains']",mountains,0.0
3142,1669795,What outdoor sport does this exemplify?,166979,other,four,"['boating', 'boating', 'boating', 'boating', 'skiing', 'skiing', 'water skiing', 'water skiing', 'motorboating', 'motorboating']",boating,0.0
3143,4535655,Which of the items in this tray contain protein?,453565,other,five,"['chicken', 'chicken', 'chicken', 'chicken', 'vegetables', 'vegetables', 'vegetables', 'vegetables', 'rice', 'rice']",rice,60.0
3144,1396375,Who makes that bike?,139637,other,one,"['manufacturer', 'manufacturer', 'manufacturer', 'manufacturer', 'schwinn', 'schwinn', 'schwinn', 'schwinn', 'trek', 'trek']",trek,60.0
3145,935535,What animal sees in these colors?,93553,other,eight,"['dogs', 'dogs', 'dogs', 'dogs', 'dog', 'dog', 'cats', 'cats', 'owl', 'owl']",human,0.0
3146,1454395,What fish do north american bears like to catch as they swim upstream?,145439,other,eight,"['salmon', 'salmon', 'salmon', 'salmon', 'salmon', 'salmon', 'salmon', 'salmon', 'salmon', 'salmon']",salmon,100.0
3147,5136155,What type of airplane is this?,513615,other,one,"['jet', 'jet', 'jet', 'jet', 'jet', 'jet', 'f116', 'f116', 'fighter', 'fighter']",jet,100.0
3148,2029285,What flowers are these?,202928,other,eight,"['roses', 'roses', 'roses', 'roses', 'roses', 'roses', 'carnations', 'carnations', 'carnations', 'carnations']",roses,0.0
3149,1086455,Who invented the game system they are playing?,108645,other,nine,"['nintendo', 'nintendo', 'nintendo', 'nintendo', 'apple', 'apple', 'nintendo in japan', 'nintendo in japan', 'hon hai precision', 'hon hai precision']",nintendo,100.0
3150,5814225,What meat comes from this animal?,581422,other,eight,"['beef', 'beef', 'beef', 'beef', 'beef', 'beef', 'steak', 'steak', 'beed', 'beed']",beef,100.0
3151,1477125,What food does the animal eat?,147712,other,eight,"['hay', 'hay', 'hay', 'hay', 'hay', 'hay', 'grass hay', 'grass hay', 'grass', 'grass']",hay,100.0
3152,3860125,What animal do these flying kites look like?,386012,other,eight,"['birds', 'birds', 'seagulls', 'seagulls', 'sea gulls', 'sea gulls', 'bird butterfly', 'bird butterfly', 'seagull', 'seagull']",bird,60.0
3153,5485505,What country is famous for this dish?,548550,other,five,"['germany', 'germany', 'germany', 'germany', 'south america', 'south america', 'united states', 'united states', 'america', 'america']",germany,100.0
3154,870705,What kind of tree is he pulling?,87070,other,other,"['fir', 'fir', 'fir', 'fir', 'douglas fir', 'douglas fir', 'pine tree', 'pine tree', 'christmas tree', 'christmas tree']",pine,0.0
3155,41755,What other surfaces might this sport be played on?,4175,other,four,"['clay', 'clay', 'clay', 'clay', 'brick', 'brick', 'concrete', 'concrete', 'wood', 'wood']",grass,0.0
3156,97075,During what season is this location likely to be frequented?,9707,other,ten,"['summer', 'summer', 'summer', 'summer', 'summer', 'summer', 'summer', 'summer', 'summer', 'summer']",summer,100.0
3157,5310475,What drink is in these glasses?,531047,other,five,"['champagne', 'champagne', 'champagne', 'champagne', 'champagne', 'champagne', 'champagne', 'champagne', 'beer', 'beer']",champagne,100.0
3158,2442155,What kind of building is this?,244215,other,other,"['warehouse', 'warehouse', 'warehouse', 'warehouse', 'warehouse', 'warehouse', 'pole barn', 'pole barn', 'police station', 'police station']",warehouse,100.0
3159,4093465,A top like these seen here with a collar which buttons down the front is usually referred to as a what?,409346,other,other,"['blouse', 'blouse', 'blouse', 'blouse', 'button down', 'button down', 'blazer', 'blazer', 'button up', 'button up']",blouse,100.0
3160,2454265,Name the mode of transport?,245426,other,one,"['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'delivery truck', 'delivery truck', 'mail truck', 'mail truck']",truck,100.0
3161,861475,Happy day or sad day?,86147,other,seven,"['happy', 'happy', 'happy', 'happy', 'happy', 'happy', 'happy', 'happy', 'happy', 'happy']",happy,100.0
3162,3423775,What kind of store is this?,342377,other,five,"['grocery', 'grocery', 'grocery', 'grocery', 'grocery', 'grocery', 'food', 'food', 'fruit and vegetable', 'fruit and vegetable']",supermarket,0.0
3163,1064535,What animals are the carts attached to?,106453,other,eight,"['horses', 'horses', 'horses', 'horses', 'horses', 'horses', 'horse', 'horse', 'ponys', 'ponys']",horses,0.0
3164,3346145,What prevents these animals from climbing well?,334614,other,eight,"['hooves', 'hooves', 'hooves', 'hooves', 'hooves', 'hooves', 'fence', 'fence', 'legs', 'legs']",fence,60.0
3165,1528865,What is the hairstyle called that the woman in the foreground has?,152886,other,seven,"['pony tail', 'pony tail', 'pony tail', 'pony tail', 'ponytale', 'ponytale', 'bob', 'bob', 'ponytail', 'ponytail']",ponytail,60.0
3166,2664515,What time of year is it?,266451,other,ten,"['summer', 'summer', 'summer', 'summer', 'winter', 'winter', 'winter', 'winter', 'autumn', 'autumn']",summer,100.0
3167,4877415,What kind of dog is this?,487741,other,eight,"['terrier', 'terrier', 'terrier', 'terrier', 'corgi', 'corgi', 'labrador', 'labrador', 'beagle', 'beagle']",terrier,100.0
3168,4424195,What type of flowers are in this bouqet?,442419,other,eight,"['daisy', 'daisy', 'lilac and carnations', 'lilac and carnations', 'roses', 'roses', 'daisies', 'daisies', 'rose', 'rose']",rose,100.0
3169,1879905,What is this boy on?,187990,other,four,"['skateboard', 'skateboard', 'skateboard', 'skateboard', 'half pipe', 'half pipe', 'half pipe', 'half pipe', 'ramp', 'ramp']",skateboard,100.0
3170,4513245,What popular company makes the computer in the forefront of the image?,451324,other,two,"['dell', 'dell', 'dell', 'dell', 'dell', 'dell', 'dell', 'dell', 'apple', 'apple']",apple,60.0
3171,3980455,What style hat is the man on the right wearing?,398045,other,other,"['bowler', 'bowler', 'bowler', 'bowler', 'bowler', 'bowler', 'fedora', 'fedora', 'fedora', 'fedora']",top hat,0.0
3172,1343285,What type of plane is present?,134328,other,one,"['jet', 'jet', 'jet', 'jet', 'cessna', 'cessna', 'single engine', 'single engine', 'prop', 'prop']",military,0.0
3173,5602985,Which of these is more likely used to wash the face?,560298,other,seven,"['sink', 'sink', 'sink', 'sink', 'sink', 'sink', 'sink', 'sink', 'soap', 'soap']",sink,100.0
3174,1431195,Who won this years championship in this sport?,143119,other,four,"['serena williams', 'serena williams', 'serena williams', 'serena williams', 'oprah', 'oprah', 'player', 'player', 'tennis professional', 'tennis professional']",serena williams,100.0
